,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest8322,蘇太名醬,XO-Sause,4.0,7.0,35.0,Non Storefront,50.0,粵菜,6,0,0
rest8323,厚興瑜記手撕雞,,,,10.0,Kwun Tong,51.0,粵菜,0,0,0
rest8324,叁去壹點心粉麵飯,Saam Hui Yaat,3.5,55.0,6171.0,Sai Wan,50.0,港式,42,5,2
rest8325,美心西餅,Maxim's Cake Shop,3.5,11.0,40.0,Tai Wo,50.0,港式,4,4,1
rest8326,譚仔雲南米線,Tamjai Yunnan Mixian,3.5,8.0,260.0,Shatin,50.0,滇菜,2,1,0
rest8327,立鮨,Sushi Tachi,4.0,278.0,13329.0,Tsim Sha Tsui,101.0,日本菜,203,30,9
rest8328,君蘭餅店,Orchid Padaria,3.5,11.0,64.0,Shatin,50.0,港式,5,1,0
rest8329,利園快餐,,,,21.0,Tai Kok Tsui,50.0,港式,1,0,0
rest8330,夢想豆花,Dream Tofa,3.5,41.0,1975.0,Central,50.0,港式,17,20,1
rest8331,奇華餅家,Kee Wah Bakery,3.5,51.0,393.0,Central,50.0,港式,34,9,3
rest8332,台灣麵,Taiwan Kitchen,3.5,96.0,624.0,Kowloon Bay,51.0,台灣菜,33,35,8
rest8333,Mellow Brown Coffee by UCC,,3.0,59.0,805.0,Causeway Bay,101.0,日本菜,19,15,15
rest8334,Royce' Chocolate,,4.0,27.0,426.0,Causeway Bay,51.0,日本菜,20,5,0
rest8335,徐記廚房點心,,3.5,8.0,842.0,Prince Edward,50.0,港式,2,2,2
rest8336,爭鮮外帶壽司,Sushi Take-Out,,,61.0,Shatin,50.0,日本菜,1,0,0
rest8337,糧友パン工房,Ryoyu Bakery Studio,4.0,18.0,233.0,Tseung Kwan O,50.0,日本菜,6,2,0
rest8338,食葩,,3.5,25.0,1644.0,Yuen long,50.0,客家菜,13,4,1
rest8339,大雲吞麵食,Big Wanton Noodles,3.5,8.0,90.0,Yuen long,50.0,港式,4,2,0
rest8340,福茗堂茶莊,Fook Ming Tong Tea Shop,,,60.0,Central,50.0,港式,2,0,0
rest8341,Marks & Spencer - 食品部,Marks & Spencer - Food Department,3.5,4.0,62.0,Tseung Kwan O,51.0,西式,1,2,0
rest8342,幸福四季椰子雞,HAPPY SEASON,4.0,80.0,2978.0,Mong Kok,201.0,港式,61,6,6
rest8343,百份百餐廳 (嘉福商場),Cafe 100% (嘉福商場),,,247.0,Fan Ling,51.0,港式,0,0,0
rest8344,新合群茶餐廳,,3.0,8.0,37.0,Mong Kok,50.0,港式,0,3,2
rest8345,海港薈,Victoria Harbour Supreme,3.5,25.0,745.0,Tai Po,101.0,粵菜,11,7,2
rest8346,譚仔雲南米線,Tamjai Yunnan Mixian,3.0,9.0,71.0,Causeway Bay,50.0,滇菜,6,1,1
rest8347,Neway Karaoke Box,,3.0,26.0,446.0,Mong Kok,51.0,港式,8,12,4
rest8348,有記茶餐廳,,,,53.0,Sai Wan,50.0,港式,2,0,0
rest8349,18 Grams,,4.5,6.0,788.0,Shatin,51.0,西式,3,0,0
rest8350,西貢越南湯河,Pho Saigon,3.0,9.0,49.0,Tai Hang,51.0,越南菜,4,4,1
rest8351,麥香田Bakery,,2.5,7.0,239.0,Shum Shui Po,50.0,港式,0,1,2
rest8352,金都海鮮酒家,,3.5,53.0,332.0,Sheung Shui,51.0,粵菜,20,15,7
rest8353,利苑酒家,Lei Garden,3.5,44.0,2421.0,Tsim Sha Tsui,201.0,粵菜,24,9,6
rest8354,Space cafe & kitchen,,3.5,52.0,2669.0,Ngau Tau Kok,51.0,西式,30,10,5
rest8355,順利粥品,,3.5,20.0,115.0,Chai Wan,50.0,港式,10,8,1
rest8356,聯邦金閣酒家,Golden Federal Restaurant,3.5,34.0,882.0,Jordan,51.0,粵菜,17,10,4
rest8357,101肉燥飯專門店 (西洋菜南街),101 Taiwanese (西洋菜南街),3.5,150.0,3841.0,Mong Kok,51.0,港式,60,46,20
rest8358,太平洋酒吧,Bar Pacific,,,50.0,Fan Ling,101.0,多國菜,0,0,0
rest8359,Ssal Bori Ssal,,4.0,59.0,4900.0,Tsim Sha Tsui,201.0,韓國菜,36,9,4
rest8360,秘坊,Secret In,4.5,20.0,578.0,Lai Chi Kok,50.0,粵菜,16,0,1
rest8361,包點達人,Bao Dim Tat Yan,,,27.0,Mong Kok,50.0,港式,1,1,0
rest8362,香港醫學會會所,The Hong Kong Medical Associate Club House,3.5,17.0,402.0,Wan Chai,50.0,粵菜,9,5,0
rest8363,Tardemah,,4.0,62.0,3270.0,Tsim Sha Tsui,51.0,韓國菜,48,9,0
rest8364,台灣郎,Taiwan Lang,4.0,133.0,3921.0,Tin Hau,51.0,台灣菜,102,13,4
rest8365,麗姐廚房,Liza Veggies,4.0,114.0,7806.0,Wan Chai,101.0,港式,67,25,4
rest8366,麥當勞,McDonald's,3.0,24.0,65.0,Tsuen Wan,50.0,美國菜,7,3,6
rest8367,重光弁当,Shigemitsu Bento,4.5,45.0,2025.0,San Po Kong,51.0,日本菜,36,2,0
rest8368,Godiva Chocolatier (荃新天地),,4.0,10.0,169.0,Tsuen Wan,51.0,西式,4,1,0
rest8369,名店車仔麵,,3.0,3.0,34.0,Shatin,50.0,港式,1,0,0
rest8370,永生冰室,,3.5,22.0,111.0,Tai O,50.0,港式,8,10,3
rest8371,薩莉亞意式餐廳 (形薈),Saizeriya Italian Restaurant (形薈),4.0,5.0,1203.0,Shau Kei Wan,51.0,意大利菜,3,1,0
rest8372,影舞者,Imagine,3.5,8.0,435.0,Tsim Sha Tsui,51.0,泰國菜,8,0,0
rest8373,銀杏館 婆婆廚房,Grandma's Kitchen,4.0,47.0,1134.0,Yau Tong,101.0,粵菜,30,4,2
rest8374,美利餐廳,Murray Restaurant,3.5,46.0,789.0,Tai Po,50.0,多國菜,27,7,3
rest8375,雲南風味過橋小鍋米綫,Yunnan Style,3.5,284.0,5845.0,Shum Shui Po,50.0,滇菜,149,60,36
rest8376,鍾菜館,,,,17.0,Pok Fu Lam,101.0,粵菜,0,0,0
rest8377,魚鈁,Fish Fran Restaurant,4.5,27.0,2080.0,Shum Shui Po,101.0,港式,20,1,0
rest8378,悠然軒,Leisure Corner,4.0,15.0,156.0,Ap Lei Chau,50.0,西式,10,3,0
rest8379,SKYE Roofbar and Dining,,4.0,97.0,15908.0,Causeway Bay,401.0,法國菜,72,7,4
rest8380,日の苑西日式外賣專門店,NINOEN Japanese Take-Away Shop,3.5,21.0,520.0,Sai Wan,51.0,日本菜,9,5,1
rest8381,Falafel Hut,,3.5,7.0,370.0,Sai Wan,51.0,中東菜,4,0,1
rest8382,美心西餅,Maxim's Cake Shop,3.5,5.0,58.0,San Po Kong,50.0,港式,3,1,0
rest8383,美食舫,Boardwalk Café,2.0,3.0,19.0,Wong Chuk Hang,50.0,港式,0,2,1
rest8384,青山灣漁港,Tsing Shan Wan Seafood Restaurant,4.0,31.0,1270.0,Tuen Mun,101.0,粵菜,24,1,0
rest8385,小食快綫,Snack Express,3.0,13.0,79.0,Fan Ling,50.0,港式,4,5,1
rest8386,金恆香海鮮酒家,,2.5,23.0,123.0,Tin Shui Wai,51.0,粵菜,7,2,4
rest8387,烏蠅館,The Fly Place,4.5,512.0,15318.0,Tsim Sha Tsui,101.0,川菜,434,29,4
rest8388,南灣會所,Club Voyage,,,37.0,Ap Lei Chau,51.0,港式,1,0,0
rest8389,九鬼居酒屋,Kuki Izakaya,4.5,10.0,89.0,Causeway Bay,201.0,日本菜,8,0,0
rest8390,金銘潮州粉麵餐廳,Kam Ming Chiu Chow Restaurant,3.5,45.0,472.0,Yau Ma Tei,50.0,潮州菜,19,16,6
rest8391,轉角,White Court Cafe,4.0,111.0,3963.0,Tuen Mun,51.0,多國菜,66,19,5
rest8392,老表茶檔,,,,22.0,Shek Kip Mei,50.0,港式,1,0,0
rest8393,波記,Ball Kee Hotpot Restaurant,3.0,5.0,154.0,Tsuen Wan,101.0,港式,2,1,0
rest8394,西貢金雞海南雞,Golden Chicken,3.5,54.0,3375.0,Kowloon City,51.0,新加坡菜,33,10,4
rest8395,Harbourside Grill,,4.0,46.0,7818.0,Tsim Sha Tsui,201.0,西式,31,8,2
rest8396,105冰室,,,,161.0,Tai Po,50.0,港式,1,1,0
rest8397,Seoul Bros,,,,96.0,Mong Kok,51.0,韓國菜,1,1,0
rest8398,藝術茶座,Museum Cafe,3.5,27.0,190.0,Tsim Sha Tsui,51.0,多國菜,18,5,2
rest8399,火腿莊,Jon's Jamon,,,268.0,Yuen long,51.0,西班牙菜,0,0,0
rest8400,海灣海鮮酒家,Waterside Seafood Restaurant,4.0,17.0,934.0,Lau Fau Shan,201.0,粵菜,11,1,2
rest8401,巧手製作,Crafted,3.5,5.0,42.0,Tai Po,50.0,港式,4,0,1
rest8402,星巴克咖啡,Starbucks Coffee,3.5,62.0,601.0,Mong Kok,50.0,美國菜,25,19,4
rest8403,彩虹廚藝學院,IE Kitchen Academie Culinaire,,,117.0,San Po Kong,50.0,多國菜,0,0,0
rest8404,慧.膳餐飲服務,Foodies,,,19.0,Tsuen Wan,201.0,西式,1,0,0
rest8405,麥當勞,McDonald's,3.0,8.0,61.0,Chek Lap Kok,50.0,美國菜,2,1,3
rest8406,榮熙茶餐廳,,3.5,61.0,1105.0,Tai Kok Tsui,51.0,港式,42,7,3
rest8407,如,Ru,4.5,10.0,366.0,Tsuen Wan,201.0,粵菜,9,0,0
rest8408,有利食品公司,,3.5,8.0,305.0,Causeway Bay,50.0,港式,1,3,0
rest8409,濠客蒸氣海鮮,Hao Ke Steam Seafood Restaurant,4.5,144.0,2046.0,Yuen long,201.0,港式,133,0,2
rest8410,富貴茶餐小廚,,3.0,5.0,36.0,Fan Ling,50.0,港式,3,2,0
rest8411,Today’s Food,,,,7.0,Lai Chi Kok,50.0,韓國菜,0,0,0
rest8412,La Terrazza Pizzeria,,3.5,5.0,196.0,Sai Wan,51.0,西式,3,1,0
rest8413,小糖鈕,Sweet Button,4.5,288.0,6895.0,Tsim Sha Tsui,51.0,西式,242,15,4
rest8414,開心軒,Joyful Inn,,,20.0,Shatin,50.0,港式,1,0,0
rest8415,利寶閣,Star of Canton Restaurant,4.0,103.0,1382.0,Kwun Tong,201.0,粵菜,72,7,11
rest8416,Spicy Fresco,Spicy Fresco,4.0,3.0,63.0,Tung Chung,51.0,多國菜,1,0,1
rest8417,譽粵菜,Yu Restaurant,3.5,48.0,1433.0,Ma On Shan,51.0,粵菜,21,10,6
rest8418,初心食堂,,4.5,13.0,657.0,Kwai Fong,51.0,馬來西亞菜,10,0,0
rest8419,亞蘇爾 (新城市廣場),Azores (新城市廣場),4.0,215.0,4171.0,Shatin,101.0,葡國菜,160,21,15
rest8420,紅運餐廳,Lucky Cafe Restaurant,3.5,9.0,90.0,Prince Edward,51.0,港式,4,0,2
rest8421,89,,4.0,40.0,931.0,Shum Shui Po,50.0,港式,28,2,0
rest8422,觀鳥軒有機農莊,,,,14.0,Lau Fau Shan,51.0,港式,1,0,0
rest8423,潮興正宗打冷小廚,,3.5,28.0,1616.0,Cheung Sha Wan,101.0,潮州菜,15,3,3
rest8424,尚小館,,4.0,27.0,255.0,Cheung Sha Wan,50.0,滬菜,19,5,2
rest8425,LaLa Bar,,,,73.0,Mong Kok,101.0,多國菜,2,0,0
rest8426,海景餐廳,,3.0,9.0,75.0,Kwai Chung,50.0,港式,3,2,3
rest8427,彭亨貓山王,Musang King,,,120.0,Wan Chai,50.0,港式,0,2,0
rest8428,Haloha Play,,,,60.0,Mong Kok,201.0,多國菜,1,0,0
rest8429,屈臣氏酒窖,Watson's Wine,,,33.0,Admiralty,101.0,西式,1,0,0
rest8430,Crazy February,,4.0,31.0,1971.0,Yuen long,50.0,西式,20,7,0
rest8431,天仁茗茶,TenRen's Tea,3.0,11.0,232.0,Lok Fu,50.0,台灣菜,3,2,0
rest8432,City Bar,,,,4.0,To Kwa Wan,51.0,西式,0,0,0
rest8433,官中站,PG Station,,,66.0,Kwun Tong,51.0,西式,0,0,0
rest8434,合成飯店,Hop Shing Restaurant,,,9.0,Lantau,51.0,粵菜,0,0,0
rest8435,Chicken Pocha,,3.5,22.0,1478.0,Tsuen Wan,101.0,韓國菜,15,3,1
rest8436,Fish & Chick (高街),,4.0,67.0,3730.0,Sai Wan,101.0,英國菜,55,3,0
rest8437,42nd Davis,,5.0,4.0,245.0,Sai Wan,201.0,意大利菜,3,0,0
rest8438,Mirror & Vegan Concept,,4.5,173.0,10241.0,Central,101.0,意大利菜,153,8,2
rest8439,印度美食風味屋,Mirch Masala Indian Restaurant,3.5,23.0,172.0,Stanley ,101.0,印度菜,10,2,3
rest8440,薩莉亞意式餐廳 (將軍澳廣場),Saizeriya Italian Restaurant (將軍澳廣場),3.5,49.0,1648.0,Tseung Kwan O,51.0,意大利菜,16,12,4
rest8441,四季湯館,fourseasons_soup,4.5,15.0,551.0,Tsuen Wan,51.0,粵菜,7,3,0
rest8442,新旺記,Sun Mon Kee,,,8.0,Shatin,50.0,港式,0,0,0
rest8443,將之湯日式蛋包飯,Shogun Japanese Omurice,3.0,10.0,212.0,Tai Kok Tsui,50.0,日本菜,3,2,2
rest8444,聖安娜餅屋,Saint Honore Cake Shop,3.5,8.0,35.0,Tai Wo,50.0,港式,4,1,1
rest8445,紫丹亭後街牛扒,Bobby & Friends Backstreet Steak,4.0,70.0,3079.0,Wan Chai,51.0,西式,34,16,9
rest8446,滔滔甜品,Total Dessert,4.5,42.0,1820.0,Sai Wan,50.0,港式,32,2,0
rest8447,景霖正宗四川麻辣米線,Chinese Noodle Restaurant,3.5,93.0,112.0,Hung Hom,50.0,川菜,59,20,7
rest8448,超羣麵包西餅,Maria's Bakery,3.5,6.0,98.0,To Kwa Wan,50.0,港式,3,3,0
rest8449,海天堂,Hoi Tin Tong,,,42.0,Kwai Fong,50.0,粵菜,0,0,0
rest8450,榮華茶餐廳,,3.5,12.0,583.0,Shum Shui Po,50.0,港式,6,4,1
rest8451,正斗粥麵專家,Tasty Congee & Noodle Wantun Shop,4.0,5.0,610.0,Taikoo ,51.0,粵菜,2,1,0
rest8452,利群美食,,,,9.0,Kowloon Bay,50.0,港式,1,0,0
rest8453,青花,Champak Restaurant,4.0,761.0,34808.0,Mong Kok,101.0,泰國菜,532,103,45
rest8454,雲桂川風味米線,,3.0,95.0,711.0,Wan Chai,50.0,滇菜,35,19,24
rest8455,湯加,Soup Plus,3.0,19.0,169.0,Aberdeen,50.0,港式,4,6,2
rest8456,唯一麵家,Wat Yat Noodles,3.0,145.0,788.0,Tsuen Wan,51.0,滬菜,61,56,12
rest8457,黃金燒味,Golden BBQ,4.0,89.0,1375.0,Wan Chai,51.0,港式,74,2,1
rest8458,izzue coffee,,,,54.0,Mong Kok,51.0,多國菜,0,1,0
rest8459,桌遊天地 Cafe,Welcome On Board,,,148.0,Tuen Mun,50.0,西式,0,0,0
rest8460,麺匠 真武咲弥,Ramen Shinbusakiya,4.0,9.0,508.0,Central,51.0,日本菜,6,0,1
rest8461,白鬍子炸魚薯條,White Beard Fish n Chips,4.0,126.0,7486.0,Central,51.0,英國菜,113,9,0
rest8462,阿玖里,Lane No.9 Tea,4.0,9.0,127.0,Hung Hom,51.0,台灣菜,6,2,1
rest8463,K's 烘焙專門店,K's Cakes & Cookies,,,24.0,Tuen Mun,51.0,西式,0,0,0
rest8464,麥當勞,McDonald's,3.0,26.0,91.0,Kwai Chung,50.0,美國菜,11,4,5
rest8465,Burgerman,,4.0,651.0,9905.0,Tai Kok Tsui,51.0,美國菜,574,27,14
rest8466,松記糖水店,Chung Kee Dessert,3.0,231.0,2832.0,Causeway Bay,50.0,港式,84,78,35
rest8467,均香餅家,,3.0,10.0,1964.0,Shum Shui Po,50.0,港式,4,2,2
rest8468,茶狼,Cha Long,3.5,117.0,1257.0,Central,50.0,港式,46,33,7
rest8469,真‧章魚無雙,,,,111.0,Yau Tong,50.0,日本菜,1,0,0
rest8470,彩龍煲仔粥,Choi Lung Restaurant,3.5,36.0,118.0,Yau Ma Tei,50.0,港式,27,6,0
rest8471,皇朝會,The Dynasty Club,4.0,20.0,1140.0,Wan Chai,401.0,粵菜,13,2,0
rest8472,必勝客,Pizza Hut,3.5,95.0,453.0,Tuen Mun,101.0,意大利菜,44,34,5
rest8473,Neway Karaoke Box,,3.0,13.0,210.0,Shum Shui Po,51.0,港式,5,3,2
rest8474,68 Cafe,,4.0,11.0,121.0,Yuen long,50.0,西式,5,4,0
rest8475,名果店,Ming Fruit Shop,3.5,12.0,88.0,Tseung Kwan O,50.0,港式,6,2,1
rest8476,聖安娜餅屋,Saint Honore Cake Shop,,,22.0,To Kwa Wan,50.0,港式,1,0,0
rest8477,金坊泰國美食,Golden Thai,3.5,108.0,1808.0,Hung Hom,101.0,泰國菜,46,26,13
rest8478,MIX,,4.5,16.0,85.0,Prince Edward,51.0,多國菜,16,0,0
rest8479,綠原軒,,,,25.0,Kwun Tong,51.0,港式,0,0,0
rest8480,大埔友‧手抓餅專門店,,3.5,23.0,745.0,Tai Po,50.0,港式,12,2,3
rest8481,天誠冰室,Tin Shing Cafe,3.5,16.0,238.0,Ngau Tau Kok,50.0,港式,6,3,1
rest8482,陳鳳記,Chan Fung Kee,3.5,34.0,683.0,Fan Ling,50.0,港式,17,8,1
rest8483,葫越,Pho Woo,,,66.0,Kwun Tong,51.0,越南菜,0,0,2
rest8484,Monteverdi Restaurant and Bar,,4.5,58.0,1468.0,Central,101.0,意大利菜,57,0,1
rest8485,譚仔三哥米線,TamJai SamGor,3.5,13.0,248.0,Tsz Wan Shan,50.0,滇菜,5,2,1
rest8486,吟,Gin Teppanyaki & Sake,4.5,63.0,2215.0,Yuen long,801.0,日本菜,62,0,0
rest8487,珀翠餐廳,Restaurant Petrus,4.5,197.0,10222.0,Admiralty,801.0,法國菜,148,25,4
rest8488,大快活,Fairwood,4.0,6.0,34.0,Sai Wan Ho,50.0,港式,2,2,0
rest8489,百分百飽餅專賣,Professional Bakery,,,33.0,Jordan,50.0,港式,0,0,1
rest8490,康源車仔麵,,3.5,8.0,97.0,Mong Kok,50.0,港式,3,4,0
rest8491,聖安娜餅屋,Saint Honore Cake Shop,3.0,7.0,26.0,Tseung Kwan O,50.0,港式,2,5,0
rest8492,鐵燒燒,Sizzle Grill,,,43.0,Tsim Sha Tsui,50.0,日本菜,1,2,1
rest8493,Coffee Zlumber After Taste,,4.5,8.0,260.0,Chai Wan,50.0,港式,8,0,0
rest8494,Dan Ryan's Chicago Grill (海港城),,3.5,363.0,16506.0,Tsim Sha Tsui,201.0,美國菜,178,88,48
rest8495,帝寶星咖啡專賣店,Double Star Express,,,58.0,Kowloon Bay,51.0,西式,1,0,0
rest8496,滿棧卡拉OK酒廊,Moon Zan Lounge,,,11.0,Cheung Chau,51.0,港式,0,0,0
rest8497,永香冰室,,3.0,22.0,813.0,To Kwa Wan,50.0,港式,7,11,2
rest8498,大都淮揚中菜,Empire City Chinese Cuisine,4.0,88.0,6006.0,Wan Chai,201.0,滬菜,63,9,6
rest8499,新廣發,Sun Kwong Fat,3.5,6.0,207.0,Shatin,51.0,港式,3,3,0
rest8500,海記合桃坊甜品,Hoi Kee Walnut Place,3.5,422.0,7596.0,Prince Edward,50.0,港式,184,108,36
rest8501,細味館,World Traders Limited,4.0,25.0,181.0,Kwun Tong,50.0,多國菜,22,1,0
rest8502,撈得店,,3.5,8.0,144.0,Kwun Tong,50.0,港式,4,1,0
rest8503,義興茶餐廳,Yee Hing Restaurant,3.0,7.0,72.0,Diamond Hill,50.0,港式,0,1,1
rest8504,榮華餅家,Wing Wah,,,11.0,Tai Po,50.0,港式,0,0,1
rest8505,大家樂,Café de Coral,3.0,46.0,106.0,Tsing Yi,50.0,港式,15,14,13
rest8506,大眾共享空間,The Volks Gathering,5.0,6.0,80.0,Jordan,50.0,西式,3,0,0
rest8507,Taylor Shellfish Farms,,4.0,5.0,320.0,Shatin,51.0,多國菜,2,2,0
rest8508,美味屋,Tasty House,4.0,22.0,729.0,Yuen long,51.0,印度菜,13,1,1
rest8509,御飯屋,,2.0,10.0,110.0,Kwun Tong,51.0,日本菜,1,2,6
rest8510,美林記,Mei Lam Kee,2.5,3.0,28.0,Wong Chuk Hang,50.0,港式,0,3,0
rest8511,金駿餐廳,,,,15.0,Prince Edward,50.0,港式,0,0,0
rest8512,新新酒樓,Sun Sun Restaurant,4.0,137.0,2529.0,Jordan,101.0,粵菜,109,13,5
rest8513,La Serre,,3.5,101.0,3942.0,Kwun Tong,201.0,多國菜,65,6,21
rest8514,壹海城粥麵店,,4.0,6.0,97.0,Tai Kok Tsui,50.0,港式,3,1,0
rest8515,N.O.T. Specialty Coffee,,4.5,19.0,3388.0,Causeway Bay,50.0,意大利菜,10,2,1
rest8516,麥當勞,McDonald's,3.5,11.0,51.0,Ap Lei Chau,50.0,美國菜,6,3,1
rest8517,水記,,3.5,32.0,1306.0,Mong Kok,51.0,港式,22,3,0
rest8518,大家樂,Café de Coral,3.0,22.0,78.0,Sai Wan Ho,50.0,港式,7,6,6
rest8519,龍珠餅店,Dragon Ball Bakery,,,48.0,Tin Hau,50.0,港式,1,0,0
rest8520,Deli and Wine,,3.5,338.0,9013.0,Tsim Sha Tsui,51.0,多國菜,228,69,9
rest8521,La Brata,,4.0,9.0,1851.0,Central,201.0,意大利菜,4,2,1
rest8522,正宗泰國檸檬,,,,15.0,Sheung Wan,50.0,港式,0,0,0
rest8523,龍門新車,,3.0,7.0,36.0,Tuen Mun,50.0,港式,2,1,3
rest8524,品味居,,2.0,3.0,28.0,Tai Po,51.0,多國菜,0,0,1
rest8525,Bigpack Cafe,,3.5,33.0,1736.0,Mong Kok,201.0,多國菜,15,7,5
rest8526,渝川菜館,Yu Chuan Club,4.0,87.0,6695.0,Wan Chai,201.0,川菜,59,18,5
rest8527,亞爺-古早味蛋糕,Grandpa Castella Cake,4.5,116.0,589.0,Kwun Tong,51.0,台灣菜,109,3,0
rest8528,串燒之王,,3.0,25.0,248.0,Kwai Fong,50.0,泰國菜,9,6,4
rest8529,德華茶餐廳,,3.0,10.0,65.0,Tsuen Wan,50.0,港式,2,3,1
rest8530,樂富小食,,3.5,4.0,26.0,Aberdeen,50.0,港式,2,0,1
rest8531,十一茶屋,Ten One Tea HK,3.5,49.0,339.0,Tsim Sha Tsui,50.0,台灣菜,28,10,3
rest8532,MOS Burger,,3.5,31.0,350.0,Taikoo ,50.0,日本菜,15,10,0
rest8533,仁記,,3.5,15.0,396.0,Lamma Island,50.0,港式,14,0,0
rest8534,Zero One Coffee & Roastery,,4.0,46.0,1963.0,Central,50.0,多國菜,29,5,1
rest8535,嘉年華海鮮酒家,Carnival Seafood Restaurant,3.0,27.0,104.0,Tai Po,101.0,粵菜,9,7,7
rest8536,Tonkotsu 8 by 三田製麵所,,3.0,39.0,397.0,Chek Lap Kok,51.0,日本菜,7,16,6
rest8537,朋友仔,My Friends Restaurant,4.0,3.0,37.0,Kwun Tong,50.0,港式,2,1,0
rest8538,浩榮茶餐廳,,3.0,16.0,50.0,Kwai Fong,50.0,港式,8,3,4
rest8539,銀龍麵飽專門店,One Bakery,,,47.0,Fan Ling,50.0,港式,2,0,0
rest8540,泰潮 (新隆圍),Thai Chiu (新隆圍),3.5,11.0,750.0,Yuen long,51.0,泰國菜,4,3,1
rest8541,Nood Food,,4.0,7.0,341.0,Quarry Bay,51.0,西式,2,2,0
rest8542,Yamm,,3.5,681.0,26000.0,Tsim Sha Tsui,401.0,多國菜,350,135,121
rest8543,龍如酒家,Loong Yue Restaurant,3.0,31.0,396.0,Lau Fau Shan,201.0,粵菜,12,7,6
rest8544,鴻景堂涼茶,Hung King Tong Herbal Tea,,,12.0,Cheung Sha Wan,50.0,粵菜,1,0,0
rest8545,迎‧潮,Joyous One,3.5,18.0,959.0,Mong Kok,201.0,潮州菜,6,5,0
rest8546,Le Pain Quotidien,,3.0,50.0,2006.0,Admiralty,101.0,比利時菜,12,16,12
rest8547,Ozen Corner,,4.0,3.0,14.0,Lamma Island,101.0,意大利菜,2,0,0
rest8548,明記海鮮大排檔,,3.5,11.0,150.0,Shatin,51.0,粵菜,5,3,3
rest8549,Solera Restaurant and Bar,,4.0,59.0,2669.0,Discovery Bay,101.0,西班牙菜,40,9,3
rest8550,家傳滬曉,China House,3.5,93.0,2045.0,Lai Chi Kok,101.0,滬菜,43,21,9
rest8551,掌壽司,Tenohira Sushi,4.0,713.0,23544.0,Kwun Tong,201.0,日本菜,580,51,31
rest8552,泰風情,,3.5,87.0,1052.0,Kowloon City,50.0,泰國菜,60,13,7
rest8553,Fusion Deli,,,,52.0,Central,50.0,多國菜,0,1,0
rest8554,寶膳美點火鍋小廚,,3.0,3.0,38.0,Kwai Chung,50.0,粵菜,1,0,1
rest8555,麥當勞,McDonald's,3.5,11.0,41.0,Tung Chung,50.0,美國菜,1,2,0
rest8556,N1 Coffee & Co,,4.0,12.0,946.0,Sai Kung,51.0,西式,7,2,0
rest8557,泰屋泰國餐廳,Ban Thai Restaurant,3.0,16.0,182.0,Sai Kung,50.0,泰國菜,5,6,2
rest8558,好茶養生,Hocha.Elite,4.5,166.0,933.0,Mong Kok,50.0,港式,150,4,1
rest8559,正宗山西刀削麵皇,Shanxi Knife-Cut Noodle King,3.5,398.0,11273.0,Tsuen Wan,50.0,晉菜,233,106,25
rest8560,Kingsman.Pub.Steak,,,,30.0,Tsim Sha Tsui,201.0,多國菜,0,0,0
rest8561,La Maison,,3.5,98.0,3677.0,Wan Chai,201.0,葡國菜,61,25,8
rest8562,可樂士多,,4.0,12.0,105.0,Shek O,50.0,港式,7,1,0
rest8563,潮食,Hot Snack,,,72.0,Shatin,50.0,港式,0,0,0
rest8564,烤菇,How Cool,4.0,17.0,277.0,Chai Wan,50.0,港式,14,1,1
rest8565,Maru & J48,,5.0,4.0,697.0,Central,101.0,韓國菜,4,0,0
rest8566,田記魚蛋牛腩專門店,Mr Tin HK Cuisine,4.5,52.0,475.0,Yau Ma Tei,50.0,港式,48,0,0
rest8567,MX (䨇寓商場),,4.0,4.0,143.0,Tuen Mun,50.0,港式,3,0,0
rest8568,Dough Bros,,,,8.0,Wan Chai,101.0,意大利菜,0,0,0
rest8569,日泰小食,,,,9.0,Cheung Chau,50.0,港式,2,0,0
rest8570,金源餐廳,Kam Yuen Restaurant,3.0,6.0,232.0,Tai Po,50.0,港式,2,2,0
rest8571,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,4.0,3.0,19.0,Kwun Tong,50.0,美國菜,3,0,0
rest8572,太興,Tai Hing,3.0,22.0,155.0,Fan Ling,51.0,港式,6,4,5
rest8573,漁鮮快遞,Norway Salmon Express,,,65.0,Kwai Chung,101.0,日本菜,0,0,0
rest8574,添飲咖啡館,TeamYum Caffe,4.0,118.0,5415.0,Fan Ling,51.0,西式,63,23,6
rest8575,天外天,Above & Beyond,4.0,246.0,17176.0,Tsim Sha Tsui,401.0,粵菜,144,47,8
rest8576,明珍美食,Ming Chun,3.5,41.0,604.0,To Kwa Wan,50.0,港式,29,7,1
rest8577,八番麵工房,,,,57.0,North Point,51.0,日本菜,0,0,1
rest8578,滾得棧,Hot in A Pot,4.0,119.0,6645.0,Tin Hau,201.0,港式,84,8,8
rest8579,秋田紅葉 自慢の炭火燒酒場,Akita Momiji Sumibayaki,3.5,7.0,421.0,Tsim Sha Tsui,201.0,日本菜,5,0,2
rest8580,龍津第一腸,,3.5,10.0,89.0,Tai Wai,50.0,港式,6,4,0
rest8581,牛下新城 - 得米美食檔,,,,129.0,Ngau Tau Kok,51.0,港式,0,0,0
rest8582,麥當勞,McDonald's,3.0,130.0,551.0,Kowloon Tong,50.0,美國菜,45,49,18
