,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest17963,Mr. Steak Buffet à la minute,,4.0,518.0,52448.0,Causeway Bay,401.0,多國菜,"6/F, World Trade Center, 280 Gloucester Road, Causeway Bay",318,62,57
rest17964,城發粥麵店,,3.0,17.0,123.0,Wan Chai,50.0,港式, ,3,9,1
rest17965,Four Bites,,,,4.0,Central,51.0,閩菜,"Shop 2012, Podium Level Two, IFC Mall 1, 1 Harbour View Street, Central",0,0,0
rest17966,金利來,Kam Lee Loy,3.0,60.0,429.0,Lei Yue Mun,201.0,粵菜,"G/F, 54B Lei Yue Mun Praya Road, Lei Yue Mun",28,5,20
rest17967,太平洋酒吧,Bar Pacific,,,32.0,Hung Hom,101.0,多國菜,"617 Gillies Avenue North, Hung Hom",0,0,0
rest17968,筷賞,chop chop,3.5,35.0,694.0,Tseung Kwan O,51.0,港式,"Shop EF06, G/F, TKO Gateway, 2 Sheung Ning Road, Tseung Kwan O",16,9,3
rest17969,香島廳,"Island Room, Hong Kong Country Club",,,97.0,Deep Water Bay,201.0,港式,"The Hong Kong Country Club, 188 Wong Chuk Hang Road, Deep Water Bay",3,0,0
rest17970,孟買廚房,Bombay kitchen,4.5,76.0,1275.0,Kowloon City,101.0,印度菜,"G/F, 72-74 South Wall Road, Kowloon City",63,3,0
rest17971,小確茶,Lucky Tea,3.0,5.0,63.0,Yuen long,50.0,台灣菜,"G/F, Happy House, 43 Kau Yuk Road, Yuen Long",1,0,2
rest17972,sensory ZERO (太古城中心),,4.0,212.0,7164.0,Taikoo ,51.0,多國菜,"Shop G014, Eslite Spectrum, G/F, Cityplaza,18 Taikoo Shing Road, Tai Koo",127,41,8
rest17973,The Coffee Academics (The Pulse ),,3.5,34.0,1332.0,Repulse Bay,51.0,多國菜,"Shop 108, 1/F, The Pulse, 26-30 Beach Road, Repulse Bay",17,12,1
rest17974,潮州人粉麵店,,4.0,48.0,3485.0,Sai Wan,50.0,潮州菜,"Shop 2, General Building, 6-14 Centre Street, Sai Ying Pun, Western District",36,6,0
rest17975,雞仔去骨海南雞專門店 (青山道),CHICK & RICE (青山道),3.5,11.0,759.0,Cheung Sha Wan,51.0,泰國菜,"G/F, 232 Castle Peak Road, Cheung Sha Wan",5,2,0
rest17976,金源咖啡小食,Kam Yuen Restaurant,,,10.0,Tsing Yi,50.0,港式,"7 Podium, Tsing Yi Estate, Tsing Yi",0,1,0
rest17977,肥仔波s,,,,4.0,Tuen Mun,50.0,港式,"Shop 118, 1/F, Lee Bo Shopping Centre, 3 Tsing Ho Square, Tuen Mun",0,0,0
rest17978,魚米,Yu Mai,2.5,11.0,30.0,Lai Chi Kok,51.0,港式,"Shop 91, 2/F, The Pacifica Tower, 9 Sham Shing Road, Lai Chi Kok",0,6,5
rest17979,森港客家菜,,3.5,19.0,440.0,Fan Ling,51.0,港式,"Shop 12, 2/F,Urban Council Complex, Luen Wo Hui, Fanling",11,3,1
rest17980,亞越泰,Asian Lab,3.0,39.0,404.0,Shatin,51.0,越南菜,"Shop G06, G/F, Phase 2, Kings Wing Plaza, 1 On Kwan Street, Shek Mun, Sha Tin",11,13,8
rest17981,齊柏林熱狗店 (天盛商場),Zeppelin Hot Dog Shop (天盛商場),4.0,13.0,425.0,Tin Shui Wai,50.0,西式,"Shop M417, G/F, Tin Shing Shopping Centre, 3 Tin Ching Street, Tin Shui Wai",8,1,0
rest17982,小雨車仔麵,,4.0,7.0,50.0,Yuen long,50.0,港式,"Shop E, G/F, Marina Building, 53-59 Yau San Street, Yuen Long",5,0,0
rest17983,健康工房,HealthWorks,3.5,11.0,36.0,Shatin,50.0,港式,"Shop SHT39, Sha Tin MTR Station, Sha Tin",5,5,1
rest17984,唐包點,Tong Bao Dim,4.0,7.0,30.0,Tsim Sha Tsui,50.0,港式,"Shop 110, MTR Austin Station, Tsim Sha Tsui",5,0,0
rest17985,星廚坊私房菜,StarzCook,,,16.0,To Kwa Wan,101.0,粵菜,"Shop 2, G/F, Chung Hwa Building, 5 Ma Hang Chung Road, To Kwa Wan",0,0,0
rest17986,Elephant Grounds,,4.0,109.0,8856.0,Wan Chai,50.0,西式,"G/F, Win Fung Building, 8 Wing Fung Street, Wan Chai",67,19,6
rest17987,Umami Factory,,4.5,5.0,583.0,Central,201.0,多國菜,"Shop 2, UG/F, King Ho Building, 41-49 Aberdeen Street, Central",5,0,0
rest17988,百利堂涼茶,Bai Li Tang Liang Tea,,,5.0,San Po Kong,50.0,港式,"G/F, 22 Tseuk Luk Street, San Po Kong",0,0,0
rest17989,意粉屋,The Spaghetti House,4.0,18.0,376.0,Mong Kok,101.0,意大利菜,"Shop 206, 2/F, Grand Plaza, 639 Nathan Road, Mong Kok",9,1,1
rest17990,夢見屋,Yumemiya Japanese Cafe,3.0,81.0,813.0,Tsuen Wan,51.0,日本菜,"Shop 1028, 1/F, Discovery Park, 398 Castle Peak Road (Tsuen Wan), Tsuen Wan",10,30,15
rest17991,安樂園冰室,,,,30.0,Lau Fau Shan,50.0,港式, ,1,0,0
rest17992,財記商店,,3.0,4.0,47.0,Wan Chai,50.0,港式, ,2,0,0
rest17993,王牌冰室 (友邦香港大樓),Wong Pai Bing Sutt (友邦香港大樓),3.0,3.0,64.0,Quarry Bay,50.0,港式,"G/F, AIA Hong Kong Tower, 734 King's Road, Quarry Bay",1,1,1
rest17994,饗和民 (東薈城),KYO Watami (東薈城),3.5,43.0,1703.0,Tung Chung,101.0,日本菜,"Shop B1-B13, B1/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung",16,7,9
rest17995,牛皇星,King of Beef,3.5,123.0,3899.0,Jordan,201.0,粵菜,"149 Woo Sung Street, Jordan",71,13,19
rest17996,味王日本料理,Ajiou Japanese Restaurant,2.5,19.0,89.0,To Kwa Wan,50.0,日本菜,"G/F., 285 To Kwa Wan Rd,, To Kwa Wan",4,3,9
rest17997,聖安娜餅屋,Saint Honore Cake Shop,3.5,13.0,24.0,Aberdeen,50.0,港式,"G/F., 21 Tung Sing Road,, Aberdeen",6,6,1
rest17998,壹小店,One Little Room,4.0,73.0,8470.0,Kwun Tong,51.0,多國菜,"G/F, 93 Wai Yip Street, Kwun Tong",57,9,0
rest17999,想甜嚐甜,Sweet Dreamer Dessert,4.0,70.0,3087.0,Sai Wan,50.0,港式,"G/F, 5 Smithfield, Kennedy Town, Western District",31,9,5
rest18000,Kuru Kuru自家製手作意粉,Kuru Kuru Homemade Fresh Pasta,3.5,91.0,1544.0,Tsuen Wan,51.0,日本菜,"Shop 120, 1/F, CDW Place, 382-392 Castle Peak Road (Tsuen Wan), Tsuen Wan",46,16,13
rest18001,聖安娜餅屋,Saint Honore Cake Shop,3.5,3.0,18.0,Tuen Mun,50.0,港式,"Shop SIH13, Siu Hong MTR Station, Tuen Mun",1,2,0
rest18002,詠藜園,Wing Lai Yuen,,,40.0,Wong Chuk Hang,51.0,川菜,"Old Hong Kong, Waterfront, Ocean Park, Wong Chuk Hang",1,0,0
rest18003,漁釧,Isana Kushiro,3.5,57.0,1238.0,Tsing Yi,201.0,日本菜,"Shop 202, 2/F, Maritime Square, 33 Tsing King Road, Tsing Yi",28,5,7
rest18004,豐盛美食,Rich Food,,,7.0,Yau Ma Tei,50.0,港式,"G/F, 1B-1D Nanking Street, Yau Ma Tei",0,0,0
rest18005,露面手工拌麵料理,,4.0,96.0,1043.0,Wan Chai,51.0,台灣菜,"Shop A, G/F, 55 Johnston Road, Wan Chai",85,0,8
rest18006,新興小廚,Sun Hing kitchen,,,12.0,To Kwa Wan,51.0,客家菜,"Shop 2A&B, G/F, Wei Chien Court, 2-10 Wai King Street, To Kwa Wan",0,0,0
rest18007,海景粵菜廳,Bay-View Chinese Restaurant,3.5,14.0,172.0,Cheung Chau,51.0,粵菜,"Warwick Hotel Cheung Chau, Cheung Chau",8,4,1
rest18008,溢進茶餐廳,Sun Rise Restaurant,3.5,7.0,61.0,Tai Po,50.0,港式,"G/F, 5 Wan Yan street, Tai Po",6,0,1
rest18009,樂怡餐廳,Lok Yee Restaurant,3.5,7.0,33.0,Tuen Mun,50.0,港式,"Shop 1, Wah Lee Building,  9 Tsing Ling Path, Tuen Mun",4,2,0
rest18010,生記海鮮酒家,Sang Kee Seafood Restaurant,3.0,19.0,895.0,Tsuen Wan,101.0,粵菜,"Shop 203, 2/F, Panda Place, 3 Tsuen Wah Street, Tsuen Wan",6,2,2
rest18011,灘萬日本料理 (太古廣場),Nadaman (太古廣場),4.0,96.0,5722.0,Admiralty,801.0,日本菜,"7/F, Island Shangri-La Hong Kong, Two Pacific Place, 88 Queensway, Admiralty",74,12,3
rest18012,Morty's Delicatessen,,4.0,61.0,5372.0,Central,51.0,美國菜,"Shop 12-14, Lower Ground Floor, Jardine House ,1 Connaught Place, Central",37,11,7
rest18013,如心銅鑼灣海景酒店天際宴會廳,L'hotel Causeway Bay Harbour View The Penthouse Function Room,4.0,6.0,287.0,Tin Hau,401.0,多國菜,"39/F, L'hotel Causeway Bay Harbour View, 18 King's Road, Tin Hau",4,1,1
rest18014,祥記美食,,3.5,6.0,98.0,Tseung Kwan O,50.0,港式,"Shop A5, G/F, Well On Shopping Arcade, 9 Yuk Nga Ln, Tseung Kwan O",2,1,1
rest18015,千色車仔麵,,3.0,63.0,1859.0,Tsuen Wan,50.0,港式,"49, Shiu Wo Street, Tsuen Wan",18,19,15
rest18016,Home of Legends,,,,11.0,Tsim Sha Tsui,101.0,西式,"2/F, Katherine House, 53-55 Chatham Road South, Tsim Sha Tsui",0,0,0
rest18017,雅枝竹餐廳,Artichoke [Canteen],4.0,15.0,1373.0,Ap Lei Chau,101.0,多國菜,"Room 311, 3/F, Harbour Industrial Centre, 10 Lee Hing Street, Ap Lei Chau",10,3,1
rest18018,ChaTraMue,,3.5,29.0,1088.0,Tsim Sha Tsui,50.0,泰國菜,"G/F, James S Lee Mansion, 35A(S) Carnarvon Road, Tsim Sha Tsui",13,7,2
rest18019,Rajasthan Rifles,,4.0,11.0,2526.0,The Peak,201.0,印度菜,"Shop G01, G/F, The Peak Galleria, 118 Peak Road, The Peak",7,1,1
rest18020,九龍冰廳,Kowloon Teng,3.5,10.0,96.0,Fan Ling,51.0,港式,"Shop A22, Flora Plaza, 88 Pak Wo Road, Fanling",2,2,0
rest18021,齊柏林熱狗店 (嘉榮大廈),Zeppelin Hot Dog Shop (嘉榮大廈),,,102.0,Quarry Bay,50.0,西式,"Shop 8, G/F, Ka Wing Building, 4-6 Hoi Wan Street, Quarry Bay",2,0,0
rest18022,地中海休閒餐廳,Bistro Bon,4.0,226.0,9879.0,Kowloon Tong,51.0,多國菜,"G/F, Dr. Ng Tor Tai International House, 32 Renfrew Road, Kowloon Tong",181,22,5
rest18023,帝京宴會廳,Royal Plaza Chinese Restaurant,3.5,15.0,187.0,Mong Kok,101.0,粵菜,"6/F, Royal Plaza Hotel, 193 Prince Edward Road West, Mong Kok",8,4,3
rest18024,揚英浦,Yeung Ying Pou,4.0,18.0,1666.0,Wan Chai,51.0,粵菜,"Shop C, G/F, Wild Bell Building, 181A-181G Wanchai Road, Wan Chai",16,0,0
rest18025,Farm Direct,,,,144.0,Mong Kok,50.0,港式,"G/F, 180 Prince Edward Road, Mong Kok",2,0,0
rest18026,必勝客,Pizza Hut,3.0,9.0,64.0,Ma On Shan,101.0,意大利菜,"Shop 107A, G/F, Yiu On Shopping Centre, 2 Hang Hong Street, Ma On Shan",1,4,1
rest18027,鴻福堂,Hung Fook Tong,,,39.0,Wong Tai Sin,50.0,粵菜,"Shop N214, 2/F, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin",1,0,0
rest18028,日鮮食品公司,Daily Fresh Food Company,,,9.0,Non Storefront,101.0,日本菜, ,0,1,0
rest18029,匯海食家,,,,21.0,Aberdeen,50.0,港式, ,1,0,0
rest18030,Raymond'z Kitchen,,4.0,27.0,1281.0,Jordan,201.0,意大利菜,"41 Man Yuen Street, Ferry Point, Jordan",14,3,5
rest18031,三記飯店,Sam Kee Restaurant,3.5,96.0,1684.0,Tsz Wan Shan,51.0,粵菜,"G/F, 6 Po King Lane, Tsz Wan Shan",61,11,10
rest18032,阿來客棧,,,,,Causeway Bay,101.0,港式,"25/F, Jardine Center, 50 Jardine's Bazaar, Causeway Bay",0,0,0
rest18033,伴日,Always,4.0,4.0,245.0,Quarry Bay,51.0,西式,"Shop Q, G/F, Oceanic Building, 22-46 Finnie Street, Quarry Bay",3,1,0
rest18034,全發燒臘,,,,11.0,Tai Po,50.0,港式,"Shop 112, G/F, Tai Yuen Market, Tai Yuen Estate, 10 Ting Kok Road, Tai Po",0,1,0
rest18035,OK便利店 Hot & In 美食吧,Circle K Hot & In Steam Station,,,2.0,Aberdeen,50.0,港式,"Shop 7, G/F, Site 5, Aberdeen Centre, 6-12 Nam Ning Street, Aberdeen",0,0,0
rest18036,RBTea,,3.0,16.0,346.0,Causeway Bay,51.0,台灣菜,"Shop 202-203, 2/F, Causeway Bay Plaza I, 489 Hennessy Road, Causeway Bay",5,4,3
rest18037,味之樂,,3.5,13.0,424.0,Kwai Fong,50.0,港式,"Shop C11A, 2/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",6,3,0
rest18038,川亭,,4.0,26.0,4079.0,Wan Chai,50.0,川菜,"G/F, 13 Lun Fat Street, Wan Chai",13,3,1
rest18039,薩莉亞意式餐廳 (美孚新邨),Saizeriya Italian Restaurant (美孚新邨),4.0,4.0,433.0,Mei Foo,51.0,意大利菜,"Shop 112A, Podium, Mei Foo Plaza, Mei Foo Sun Chuen, 69-119 Broadway, Mei Foo",4,0,0
rest18040,好食店,,3.5,3.0,24.0,Wong Tai Sin,50.0,港式, ,1,2,0
rest18041,海洋星食坊,Ocean Star,3.5,5.0,140.0,Kwun Tong,201.0,西式,"Shop G, 3/F, Camel Paint Building Block 3, 63 Kwun Tong Road, Kwun Tong",1,1,0
rest18042,味千拉麵,Ajisen Ramen,3.5,36.0,170.0,Tung Chung,51.0,日本菜,"Shop 2-3, G/F, Fu Tung Shopping Centre, Fu Tung Estate, Tung Chung",11,13,0
rest18043,滿記甜品,Honeymoon Dessert,3.5,17.0,155.0,Lok Fu,50.0,港式,"Shop L232, Lok Fu Shopping Centre, 198 Junction Road, Lok Fu",10,3,1
rest18044,金記燒臘飯店,Kam Kee Roast Meat,3.5,26.0,316.0,Yuen long,50.0,粵菜,"G/f, 56 Fuk Tak Street, Yuen Long",17,3,4
rest18045,金富茶餐廳,Kam Full Cafe,2.0,3.0,20.0,Tuen Mun,50.0,港式,"Shop 5, G/F, Common Bond Bldg, 7 Tsing Chui Path, Tuen Mun",0,1,2
rest18046,李家,Chicken HOF & SOJU,3.5,90.0,4181.0,Wan Chai,101.0,韓國菜,"Shop C, G/F, Wah Fat Mansion, 405-419 Lockhart Road, Wan Chai",49,16,8
rest18047,圓鐵板燒,Xpress Teppanyaki,3.5,31.0,541.0,Tsim Sha Tsui,51.0,台灣菜,"B/F, Silvercord, 30 Canton Road, Tsim Sha Tsui",14,13,2
rest18048,OK便利店 Hot & In 美食吧,Circle K Hot & In Steam Station,,,3.0,Kwai Chung,50.0,港式,"Shop 6, G/F, Chau Kwai House, Kwai Chung Estate Phase 1, Kwai Chung",0,0,0
rest18049,滿載軒,MoonJoy,,,1.0,Kwun Tong,201.0,粵菜,"Room C, 7/F, Joint Venture Factory Building, 76 Hung To Road, Kwun Tong",0,0,0
rest18050,Château Zoobeetle,,,,532.0,Sheung Wan,201.0,法國菜,"G/F, 38 Sai Street, Sheung Wan",0,0,0
rest18051,君皇飲食有限公司,Empire Restaurant Limited,,,8.0,Tsim Sha Tsui,201.0,多國菜,"Shop 12, 9/F, Rise Commercial Building, 5-11 Granville Circuit, Tsim Sha Tsui",0,0,0
rest18052,壹窩煱火鍋專門店,One More More,4.0,42.0,1768.0,Cheung Sha Wan,101.0,港式,"G/F, 61 Shun Ning Road, Cheung Sha Wan",31,4,2
rest18053,十一茶屋,Ten One Tea HK,4.0,11.0,264.0,Wan Chai,50.0,台灣菜,"Shop WC-W-1, 1/F Wan Chai Ferry Pier, Wan Chai",7,1,0
rest18054,中島水產,,,,32.0,Kowloon Bay,50.0,日本菜,"2/F, AEON, Enterprise Square Five, Megabox, 38 Wang Chiu Road, Kowloon Bay",0,0,0
rest18055,Magic Corner,,,,42.0,Kowloon Bay,51.0,西式,"L12-1, MegaBox, 38 Wang Chiu Road, Kowloon Bay",0,1,0
rest18056,泰道,Bangkok Express,4.5,17.0,528.0,Sai Wan,51.0,泰國菜,"Shop D, G/F, Yuet Sum Mansion, 2 Western Street, Sai Ying Pun, Western District",15,1,0
rest18057,School Food Blooming Mari,,4.5,39.0,184.0,Mong Kok,51.0,韓國菜,"Shop B04, B/F, T.O.P., 700 Nathan Road, Mong Kok",37,2,0
rest18058,Summit Café,,4.5,16.0,925.0,Ho Man Tin,201.0,多國菜,"G/F, Summit View, 5 Man Fuk Road, Waterloo Road Hill, Ho Man Tin",12,0,1
rest18059,森美餐廳,Cafe Sammi,4.0,116.0,4483.0,Tsuen Wan,101.0,西式,"Shop A-2, G/F, Waldorf Center, 178-184 Sai Lau Kok Road, Tsuen Wan",63,21,9
rest18060,茜廊餐廳 (天盛商場),Sidewalk Cafe Restaurant (天盛商場),3.5,140.0,1854.0,Tin Shui Wai,51.0,西式,"Shop L128, 1/F, Tin Shing Shopping Centre, 3 Tin Ching Street, Tin Shui Wai",78,27,12
rest18061,新鸚鵡吧,New Parrot Pub,,,13.0,Tsim Sha Tsui,101.0,泰國菜,"3/F, Chinachem Cameron Centre, 42-44 Cameron Road, Tsim Sha Tsui",0,0,0
rest18062,強記魚蛋粉,,,,19.0,Tsz Wan Shan,50.0,港式,"G/F, Cho Keung Building, 45-47  Yuk Wah Crescent, Tsz Wan Shan",1,0,0
rest18063,泰記,THAI FOOD EXPRESS,4.0,9.0,130.0,Kwun Tong,50.0,泰國菜,"Shop 4, 1/F, 78 Hung To Road, Kwun Tong",4,2,0
rest18064,雅仕餐廳,Cafe Essex,3.5,33.0,340.0,Tin Hau,50.0,西式,"17 Lau Li Street, Tin Hau",11,8,7
rest18065,Stockton Bar and Restaurant,,4.0,35.0,6742.0,Central,101.0,英國菜,"G/F., 32 Wyndham St., Central",23,7,0
rest18066,茶木‧台式休閒餐廳,TeaWood Taiwanese Cafe & Restaurant,3.5,148.0,3466.0,Tsim Sha Tsui,51.0,台灣菜,"Shop 603, 6/F, iSQUARE, 63 Nathon Road, Tsim Sha Tsui",73,42,14
rest18067,東海堂 Bake‧ Drink,Arome Bake‧ Drink,4.0,9.0,42.0,Lam Tin,50.0,西式,"Shop 93, 1/F, Laguna Plaza, 88 Cha Kwo Ling Road, Lam Tin",3,2,0
rest18068,和豐飲食中心,Well Fung Canteen Shop,,,14.0,Kwai Chung,50.0,港式,"Shop 5, G/F, Well Fung Ind Centre, 68 Ta Chuen Ping Street,, Kwai Chung",0,2,0
rest18069,OURS 喫茶店,OURS KISSA-TEN,3.5,21.0,1772.0,Quarry Bay,50.0,日本菜,"Shop 6B, G/F, Hoi Kwong Court, 13-15 Hoi Kwong Street, Quarry Bay",8,6,2
rest18070,興記小食,,,,2.0,Kowloon Bay,50.0,港式, ,0,0,0
rest18071,龍記飯店,Dragon Restaurant,3.0,61.0,1267.0,Central,101.0,粵菜,"G/F., 12 Queen Victoria Street, Central",24,11,9
rest18072,Residence Lounge & Bar,,4.0,6.0,321.0,Tsim Sha Tsui,101.0,多國菜,"15/F., New World Millennium Hong Kong Hotel, 72 Mody Road, Tsim Sha Tsui",3,2,0
rest18073,利寶閣,Star of Canton Restaurant,4.0,183.0,2933.0,Causeway Bay,201.0,粵菜,"21/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay",120,17,20
rest18074,Lo Spazio,,4.0,511.0,19875.0,Causeway Bay,201.0,意大利菜,"7/F, Henry House, 42 Yun Ping Road, Causeway Bay",454,20,10
rest18075,上輝鮮菓,Sheung Fai Fruit Shop,,,7.0,Sheung Wan,50.0,港式,"G/F, 77 Bonham Strand, Sheung Wan",0,0,0
rest18076,大澳冰室小廚,Tai O Cafe Kitchen,3.5,32.0,296.0,Sai Wan,50.0,港式,"G/F, Goa Building, 20-24 Hill Road, Shek Tong Tsui, Western District",8,6,7
rest18077,新英記茶餐廳,Sun Ying Kee,3.5,29.0,294.0,Causeway Bay,50.0,港式,"Shop 9, G/F, Empire Court, 2-4 Hysan Avenue, Causeway Bay",10,13,3
rest18078,新天地美食,,3.5,54.0,3859.0,Tsim Sha Tsui,51.0,港式,"G/F, 85 Kimberly Road, Tsim Sha Tsui",30,13,4
rest18079,松本日式料理放題,Matsumoto Japanese Cuisine,3.0,90.0,4280.0,Mong Kok,101.0,日本菜,"7/F, Ctma Centre, 1 Sai Yeung Choi Street, Mong Kok",24,13,20
rest18080,Classified (毓秀街),,3.5,26.0,732.0,Happy Valley,101.0,西式,"Shop B, G/F, 13 Yuk Sau Street, Happy Valley",7,12,2
rest18081,ISABELLE,,3.5,8.0,36.0,Mong Kok,51.0,法國菜,"Shop 39, B2, Langham Place, 8 Argyle Street, Mong Kok",7,1,0
rest18082,香記咖啡,,,,1.0,Non Storefront,101.0,西式, ,0,0,0
rest18083,香港18餐廳,HK 18 Restaurant,3.0,51.0,176.0,Ap Lei Chau,50.0,港式,"Shop 120, 1/F, Marina Square West Centre, South Horizons, Ap Lei Chau",7,14,9
rest18084,泰昌餅家 (紅磡灣中心),Tai Cheong Bakery (紅磡灣中心),4.0,14.0,294.0,Hung Hom,50.0,港式,"Shop 17, G/F., Hunghom Bay Centre, 37-39 Po Loi Street, Hung Hom",6,0,0
rest18085,吉吉魚蛋,,3.0,19.0,125.0,Lam Tin,50.0,港式,"Shop 14B-15, 3/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin",6,5,5
rest18086,儂京川滬菜館,Lung Chinese Fusion,3.5,83.0,66.0,Tsim Sha Tsui,101.0,京川滬,"Shop C, 3/F, Silvercord, No. 30 Canton Road, Tsim Sha Tsui",42,15,13
rest18087,一點心,One Dim Sum,3.5,299.0,11967.0,Prince Edward,51.0,粵菜,"G/F, 209A-209B Tung Choi Street, Prince Edward",154,69,23
rest18088,波仔,Eat East,4.0,15.0,51.0,Lai Chi Kok,50.0,港式,"Shop 16-17, G/F, Hoi Lai Shopping Centre, Hoi Lai Estate, Lai Chi Kok",12,1,0
rest18089,翡翠餐廳,Jade Cafe,2.5,8.0,50.0,Shek Kip Mei,50.0,港式,"116 Nam Cheong St,, Shek Kip Mei",0,4,3
rest18090,8 Fine Irishmen Pub,,3.5,21.0,215.0,Tsim Sha Tsui,101.0,西式,"No.8 Observatory Court,, Tsim Sha Tsui",17,2,1
rest18091,OTAMAおたま,,,,252.0,Causeway Bay,201.0,日本菜,"Room 1103, 11/F, United Success Commercial Centre, 508 Jaffe Road, Causeway Bay",2,0,0
rest18092,上海婆婆 (上水廣場),Shanghai Po Po (上水廣場),3.5,113.0,1370.0,Sheung Shui,101.0,滬菜,"Shop 503-505, 5/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",63,22,14
rest18093,Diff. Cafe,,4.5,36.0,2894.0,Tsuen Wan,51.0,西式,"Shop D, G/F, Ka Wah Building, 16 Heung Wo Street, Tsuen Wan",25,3,1
rest18094,金玉滿堂,,4.5,33.0,424.0,Tai Wai,50.0,西式,"Shop L, G/F, On Shun Mansion, 31-51 Chik Shun Street, Tai Wai",25,1,1
rest18095,四姐川菜,Sijie Sichuan Restaurant,4.5,126.0,4288.0,Wan Chai,201.0,川菜,"1/F, Aubin House, 171-172 Gloucester Road, Wan Chai",119,5,1
rest18096,和食快餐,Yoneko,3.5,88.0,4323.0,Tsuen Wan,50.0,日本菜, ,52,16,5
rest18097,火車頭冰室,Station Cafe & Sizzling,4.5,4.0,123.0,Causeway Bay,51.0,港式,"G/F, 17 Mercury Street, Causeway Bay",2,0,0
rest18098,餃子店,,4.0,11.0,1486.0,Tai Kok Tsui,50.0,港式,"G/F, Chung Mei Building, 157 Tai Kok Tsui Road, Tai Kok Tsui",9,1,0
rest18099,又一戟,One More Pancake,3.5,206.0,1642.0,Kwai Fong,50.0,港式,"Shop 85B, 3/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",104,44,13
rest18100,韓一窩,,4.0,9.0,203.0,Shau Kei Wan,51.0,韓國菜,"Shop 1-3, G/F, Marina House Shopping Arcade, 68 Hing Man Street, Shau Kei Wan",4,1,1
rest18101,Aurora Fusion Restaurant,,4.5,63.0,2280.0,Tsim Sha Tsui,201.0,多國菜,"G/F, 35 Ashley Road, Tsim Sha Tsui",56,3,0
rest18102,林洪記,,4.0,158.0,3103.0,Cheung Sha Wan,51.0,港式,"Shop CFS4, 3/F, Municipal Services Building, 325 Po On Road, Cheung Sha Wan",132,6,6
rest18103,鮨 中本,Sushi Nakamoto,4.0,44.0,6908.0,Central,801.0,日本菜,"G/F, Thyrse House, 16 Pottinger Street, Central",27,7,2
rest18104,Oliver's Super Sandwiches,,3.5,55.0,674.0,Kowloon Bay,51.0,英國菜,"Shop 528-529, 5/F, Telford Plaza Phase 2, 33 Wai Yip Street, Kowloon Bay",20,19,4
rest18105,四季甜品-外賣王,,3.5,25.0,380.0,Yuen long,50.0,港式,"Shop 21, G/F, Ho Shun King Building, 3 Fung Yau Street South, Yuen Long",11,3,2
rest18106,新成業茶餐廳,New Shing Yip Restaurant,3.0,31.0,156.0,Quarry Bay,50.0,港式,"Shop 9. G/F, Chung Hing Mansion, Pan Hoi Street, Quarry Bay",7,11,8
rest18107,魚塘鴨子,The Pond,3.5,83.0,6367.0,Tsim Sha Tsui,101.0,川菜,"Shop R002-003 (Roof Level), Civic Square, ELEMENTS, 1 Austin Road West, Tsim Sha Tsui",37,16,12
rest18108,肥公車仔麵,,3.5,86.0,4414.0,Mong Kok,50.0,港式,"Shop 5C, G/F, Arran Street, Mong Kok",57,15,0
rest18109,酥妃皇后 (侯王道),Queen Sophie (侯王道),4.0,147.0,5346.0,Kowloon City,50.0,港式,"G/F, 24 Hau Wong Road, Kowloon City",69,25,9
rest18110,好燒味,Good BBQ,4.0,5.0,99.0,Kwun Tong,51.0,粵菜,"Shop 11, 2/F, Quayside, 77 Hoi Bun Road, Kwun Tong",5,0,0
rest18111,福崎餐廳,Good Taste Restaurant,3.5,4.0,50.0,Wong Tai Sin,51.0,港式, ,2,0,1
rest18112,蠔點,Oyster MP,4.0,32.0,2270.0,Tai Wai,201.0,西式,"G/F, Flat 5B, 1 Street, Tai Wai Village, Tai Wai",28,2,1
rest18113,元気寿司,Genki Sushi,3.5,46.0,472.0,Wan Chai,101.0,日本菜,"Shop G05-6, G/F, Great Eagle Centre, 23 Harbour Road, Wan Chai",18,12,6
rest18114,Hungry Korean,,3.5,45.0,1984.0,Central,51.0,韓國菜,"G/F, 3 Wo On Lane, Lan Kwai Fong, Central",21,9,6
rest18115,奇華餅家,Kee Wah Bakery,3.0,5.0,67.0,Hung Hom,50.0,港式,"Shop G3D, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",2,3,0
rest18116,I's Corner,,4.0,117.0,3363.0,Hung Hom,51.0,西式,"Shop 1, G/F, The Met Focus, 8 Pak Kung Street, Hung Hom",98,5,5
rest18117,串親你-串燒糖水速遞,Sorry lor Barbecue shop,4.0,3.0,113.0,Kwai Chung,51.0,港式,"Shop 3A, G/F, Man Shing Building, 41-45 Kwong Fai Circuit, Kwai Chung",1,0,1
rest18118,達哥牛腩粉麵,,5.0,5.0,50.0,Tuen Mun,50.0,港式,"Shop D11, G/F, Yan Tin Estate Wet Market, Tuen Mun",3,0,0
